Tweet ID,Timestamp,Text,Name,Dog Type,Rating Numerator,Rating Denominator,Fav Count,RT Count,Prediction,Prediction Confidence,Dog Breed,URL,Picture URL
892420643555336193,2017-08-01 16:23:56,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 ,Phineas,,13,10,39467,8853,orange,0.0970486,False,https://t.co/MgUWQ76dJU,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg
892177421306343426,2017-08-01 00:17:27,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 ",Tilly,,13,10,33819,6514,Chihuahua,0.323581,True,https://t.co/0Xxu71qeIV,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg
891815181378084864,2017-07-31 00:18:03,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 ,Archie,,12,10,25461,4328,Chihuahua,0.716012,True,https://t.co/wUnZnhtVJB,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg
891689557279858688,2017-07-30 15:58:51,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us ,Darla,,13,10,42908,8964,paper_towel,0.17027799999999998,False,https://t.co/tD36da7qLQ,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg
891327558926688256,2017-07-29 16:00:24,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek ",Franklin,,12,10,41048,9774,basset,0.555712,True,https://t.co/AtUZn91f7f,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg
891087950875897856,2017-07-29 00:08:17,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek ,None,,13,10,20562,3261,Chesapeake_Bay_retriever,0.425595,True,https://t.co/kQ04fDDRmh,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg
890971913173991426,2017-07-28 16:27:12,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

 ",Jax,,13,10,12041,2158,Appenzeller,0.34170300000000003,True,https://t.co/Zr4hWfAs1H,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg
890729181411237888,2017-07-28 00:22:40,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 ,None,,13,10,56848,16716,Pomeranian,0.566142,True,https://t.co/v0nONBcwxq,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg
890609185150312448,2017-07-27 16:25:51,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek ,Zoey,,13,10,28226,4429,Irish_terrier,0.487574,True,https://t.co/9TwLuAGH0b,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg
890240255349198849,2017-07-26 15:59:51,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate ,Cassie,doggo,14,10,32467,7711,Pembroke,0.511319,True,https://t.co/t1bfwz5S2A,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg
890006608113172480,2017-07-26 00:31:25,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek ,Koda,,13,10,31166,7624,Samoyed,0.957979,True,https://t.co/dVPW0B0Mme,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg
889880896479866881,2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,Bruno,,13,10,28268,5156,French_bulldog,0.377417,True,https://t.co/u1XPQMl29g,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg
889638837579907072,2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,Ted,,12,10,27672,4735,French_bulldog,0.99165,True,https://t.co/f8dEDcrKSR,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg
889278841981685760,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,Oliver,,13,10,25652,5637,whippet,0.626152,True,https://t.co/WpHvrQedPb,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg
888917238123831296,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,Jim,,12,10,29611,4709,golden_retriever,0.714719,True,https://t.co/chxruIOUJN,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg
888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,Zeke,,13,10,26080,4559,golden_retriever,0.46976,True,https://t.co/HTQ77yNQ5K,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg
888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,Ralphus,,13,10,20290,3732,Siberian_husky,0.700377,True,https://t.co/YnYAFCTTiK,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg
888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,Gerald,,12,10,22201,3653,French_bulldog,0.995026,True,https://t.co/DK7iDPfuRX,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg
887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,Jeffrey,,13,10,30779,5609,basset,0.821664,True,https://t.co/PhrUk20Q64,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg
887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,such,,14,10,46959,12082,limousine,0.130432,False,https://t.co/20VrLAA8ba,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg
887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,Canela,,13,10,69871,18781,Pembroke,0.809197,True,https://t.co/cLyzpcUcMX,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg
887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,None,,13,10,34222,10737,Mexican_hairless,0.330741,True,https://t.co/WZqNqygEyV,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg
887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,None,,12,10,31061,6167,Samoyed,0.733942,True,https://t.co/4Ad1jzJSdp,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg
886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,Maya,,13,10,35859,8084,Chihuahua,0.793469,True,https://t.co/I6oNy0CgiT,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg
886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

 ",Mingus,,13,10,12306,3443,kuvasz,0.309706,True,https://t.co/bVi0Yr4Cff,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg
886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,Derek,,13,10,22798,4610,convertible,0.738995,False,https://t.co/BCoWue0abA,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,Waffles,,13,10,28469,6523,pug,0.943575,True,https://t.co/xZDA9Qsq1O,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,Jimbo,,12,10,33382,7097,Blenheim_spaniel,0.972494,True,https://t.co/BuveP0uMF1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,Maisey,,13,10,36689,6683,pug,0.369275,True,https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg
885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,None,,13,10,22367,4556,malamute,0.8124819999999999,True,https://t.co/44ItaMubBf,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",Earl,,12,10,68152,16439,Italian_greyhound,0.259916,True,https://t.co/MYJvdlNRVa,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,Lola,,13,10,28514,6096,chow,0.822103,True,https://t.co/74TKAUsLkO,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,Kevin,,13,10,24765,5100,pug,0.5464060000000001,True,https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg
884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",None,,14,10,27478,5856,Pembroke,0.993225,True,https://t.co/vvBOcC2VdC,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,Yogi,doggo,12,10,20771,3128,German_shepherd,0.707046,True,https://t.co/YSI00BzTBZ,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,Noah,,12,10,22349,3586,Doberman,0.610946,True,https://t.co/V85xujjDDY,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",Bella,,13,10,46860,10407,golden_retriever,0.943082,True,https://t.co/qjrljjt948,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg
883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",None,,13,10,37914,6949,golden_retriever,0.949562,True,https://t.co/Se5fZ9wp5E,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,Rusty,,13,10,24445,4122,Eskimo_dog,0.466778,True,https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,Stanley,,13,10,28382,6342,Pembroke,0.542982,True,https://t.co/Nx52PGwH94,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,Alfy,,13,10,45880,12118,golden_retriever,0.762211,True,https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",Koko,,13,10,29900,5203,web_site,0.949591,False,https://t.co/zeDpnsKX7w,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,Rey,,12,10,24773,3533,Weimaraner,0.291539,True,https://t.co/503CgWbhxQ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,Gary,,13,10,51522,11099,Saluki,0.529012,True,https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,Elliot,,12,10,23501,5358,tusker,0.473303,False,https://t.co/cgwJwowTMC,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg
880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,Louis,,13,10,17346,2886,street_sign,0.251801,False,https://t.co/D0wb1GlKAt,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg
880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,None,,12,10,21734,3989,Pembroke,0.791416,True,https://t.co/WiAMbTkDPf,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,Bella,,12,10,29075,6546,golden_retriever,0.913255,True,https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,Jesse,,12,10,27640,4436,Chihuahua,0.238525,True,https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,None,,11,10,28150,4533,miniature_pinscher,0.120298,True,https://t.co/HauE8M3Bu4,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,Romeo,,13,10,22667,3642,basset,0.813507,True,https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,Bailey,,12,10,23822,3323,German_short-haired_pointer,0.479896,True,https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,Duddles,,13,10,107956,45849,English_springer,0.383404,True,https://t.co/UDT7ZkcTgY,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,Jack,,12,10,17099,3261,tricycle,0.663601,False,https://t.co/0gOi601EAa,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,Steven,,11,10,23022,4941,tabby,0.311861,False,https://t.co/2mJCDEJWdD,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,Beau,,13,10,19317,2812,vizsla,0.960513,True,https://t.co/YDtpCjIPKN,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

 ",Shadow,,13,10,7913,1349,basset,0.32042,True,https://t.co/245xJJElsY,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,Emmy,,14,10,42876,7181,French_bulldog,0.839097,True,https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,Aja,,13,10,71144,17300,Chesapeake_Bay_retriever,0.8379559999999999,True,https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,Penny,,12,10,23258,3994,basset,0.995368,True,https://t.co/OYdDlfOGXP,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",Dante,,13,10,27907,5414,Saluki,0.5099670000000001,True,https://t.co/SHRTIo5pxc,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
